id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
4203,51,Danny,Moretti,1998-10-12,ARKLRP51B42G488U,2020-08-15,624235,conti.evita@yahoo.com
4206,10,Loris,Amato,2002-02-19,MKHFGL82H42Q129I,2019-05-22,624238,morgana.morelli@hotmail.com
4207,27,Siro,"De luca",2001-08-24,WCGZQG18N24I249K,2019-06-16,624239,oreste.galli@hotmail.com
4209,69,Samuel,Ferri,1998-02-10,YTZBFW64K31H279T,2020-12-20,624241,olimpia76@yahoo.it
4213,3,Miriana,Lombardo,2001-09-15,QXDTVX19Q57I000P,2019-07-06,624245,longo.oreste@gmail.com
4217,41,Matteo,Romano,1999-11-12,VRYCEZ95C04L355J,2019-05-28,624249,conti.demian@ferri.net
4219,54,Zelida,Cattaneo,1997-08-21,HOZKIA39O32W887E,2021-01-29,624251,jelena.sanna@yahoo.it
4223,52,Maika,Palumbo,2000-05-31,GXVSAA84J59Q377H,2020-05-01,624255,carbone.ethan@lombardi.com
4225,12,Enrico,Villa,1998-03-22,WYEKGC08G68J601S,2018-07-06,624257,jmontanari@valentini.com
4230,52,Celeste,Vitale,1997-04-16,HRBCHV35J30Y481S,2021-04-18,624262,yrizzi@libero.it
4257,13,Cesidia,Barone,1999-04-14,JVOHNW16R96K307B,2019-06-08,624289,sasha72@hotmail.com
4258,1,Marco,Coppola,2002-03-30,IIGPZK46P04F330P,2020-07-23,624290,fdangelo@giordano.com
4266,50,Shaira,Caputo,2002-06-06,EYNCOA94K92Z058H,2021-03-04,624298,aricci@vitale.com
4269,70,Caligola,Greco,2001-03-11,GQKKTR59X24L536L,2020-10-19,624301,luce.mazza@colombo.com
4272,22,Omar,Marini,2001-11-01,BQSWSM45A45G451S,2020-04-22,624304,claudia.pellegrini@hotmail.com
4294,12,Noel,Sala,2001-10-24,LDKYEZ77I33X432E,2020-11-25,624326,rudy71@rizzo.it
4295,49,Anselmo,Esposito,1999-10-22,AFUGFS42M89M239Q,2020-06-14,624327,amato.timoteo@marino.it
4299,24,Caligola,"De rosa",1995-09-05,UOQPKB95N62D283L,2019-11-22,624331,deluca.terzo@rossi.org
4303,15,Giancarlo,Palumbo,1999-03-09,SYKEWK13V76F799M,2018-10-31,624335,ksantoro@gmail.com
4305,40,Olo,Riva,1998-09-02,YJUNKP98W71C931F,2018-12-04,624337,wcattaneo@email.it
4317,59,Giovanna,Negri,2000-08-29,DNPFAK30E22R810I,2019-06-15,624349,santoro.grazia@bianco.it
4328,57,Liborio,Bianco,2001-10-10,QDCTLF87U13V307V,2019-07-20,624360,samira09@grassi.org
4331,30,Ermes,Palmieri,1998-01-25,OOQHKZ92T09J459C,2020-11-03,624363,fmilani@gmail.com
4332,25,Maggiore,Cattaneo,1995-08-12,IPVRAF88M45F131L,2019-03-18,624364,ppalmieri@gmail.com
4335,38,Umberto,Monti,1998-10-31,VSZTIP17A45C102S,2020-08-12,624367,giovanna.vitali@yahoo.com
4336,22,Cristyn,Ferrara,1998-10-22,LNFKIB59C60S271E,2019-03-04,624368,ffontana@gatti.com
4338,2,Clea,Milani,1997-01-01,NVKNTT59S80E404H,2019-06-02,624370,parisi.artemide@yahoo.it
4344,73,Fortunata,Mazza,2000-05-12,LGJPGB14J42J640I,2018-09-11,624376,serra.italo@martinelli.it
4346,66,Giacobbe,Conti,1995-07-22,WJYWCI33M29V633Z,2020-03-26,624378,ortensia.pagano@fiore.com
4353,28,Dylan,Montanari,1999-12-07,YYYJQZ40W93W202D,2020-06-23,624385,marino.bibiana@yahoo.it
4358,41,Filomena,Valentini,1999-10-15,BNYCYU93X68S705H,2018-06-12,624390,tserra@deangelis.com
4363,46,Ausonio,Gallo,1995-07-23,FETZYC57H18I543K,2020-06-19,624395,mcoppola@barone.com
4369,72,Lauro,Sartori,2001-08-11,LPLPHM17T31D775E,2019-05-03,624401,icostantini@yahoo.com
4370,8,Leone,Fiore,2001-08-24,EONOLP36S92S643J,2019-07-13,624402,jriva@bianchi.com
4377,74,Amos,Palmieri,1996-02-09,RGJFFR72M94U075U,2019-04-24,624409,parisi.pierfrancesco@guerra.it
4378,44,Isira,Fabbri,1997-11-26,NFNVGK69I59Q821U,2021-03-26,624410,zsanna@marino.net
4381,29,Neri,Conti,2001-05-06,EAMJXE03T59X155V,2019-12-18,624413,italo.derosa@email.it
4384,4,Sebastian,Sanna,1996-04-20,PXVEAQ65O43L818N,2020-06-06,624416,mancini.thea@rizzo.com
4398,54,Maruska,Longo,2001-09-04,XJSOMD23I19T423S,2019-06-25,624430,trevis.rinaldi@yahoo.com
4400,60,Clea,Gatti,2000-07-29,ZSWTUA43B27P443J,2020-12-15,624432,morelli.marieva@sanna.it
